customer_id,loyalty_points,tier,points_earned_ytd,points_redeemed_ytd,last_reward_date,tier_benefits,remaining_points
769,8133,Platinum,3366,1930,2024-11-06,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",9569
770,6455,Silver,500,562,2024-09-16,"['Priority Support', 'Free Shipping', 'Birthday Reward']",6393
771,7702,Platinum,3615,2491,2024-10-17,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",8826
772,6582,Bronze,4867,1221,2024-11-17,"['Basic Support', 'Birthday Reward']",10228
773,110,Bronze,3692,1797,2024-11-03,"['Basic Support', 'Birthday Reward']",2005
774,4380,Bronze,2431,75,2024-09-20,"['Basic Support', 'Birthday Reward']",6736
775,9526,Bronze,4771,2519,2024-10-02,"['Basic Support', 'Birthday Reward']",11778
776,577,Platinum,1281,1440,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",418
777,6965,Silver,4951,1545,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",10371
778,6439,Silver,3989,1142,2024-10-08,"['Priority Support', 'Free Shipping', 'Birthday Reward']",9286
779,2326,Gold,3176,1906,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",3596
780,5141,Gold,2543,680,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",7004
781,2339,Silver,2767,2761,2024-09-22,"['Priority Support', 'Free Shipping', 'Birthday Reward']",2345
782,4067,Gold,3887,137,2024-10-14,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",7817
783,6768,Gold,1153,2164,2024-11-20,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",5757
784,1927,Bronze,3294,624,2024-09-24,"['Basic Support', 'Birthday Reward']",4597
785,479,Platinum,3418,1574,2024-10-08,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",2323
786,7417,Platinum,3437,1201,2024-10-11,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",9653
787,6253,Gold,1988,1119,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",7122
788,9981,Bronze,1121,2626,,"['Basic Support', 'Birthday Reward']",8476
789,4973,Bronze,1247,466,2024-11-17,"['Basic Support', 'Birthday Reward']",5754
790,293,Silver,1835,1856,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",272
791,188,Platinum,1172,1645,2024-09-30,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",-285
792,5563,Gold,193,2131,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",3625
793,5349,Platinum,4631,41,2024-09-25,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",9939
794,3225,Bronze,2241,1650,2024-10-04,"['Basic Support', 'Birthday Reward']",3816
795,1370,Platinum,4380,1738,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",4012
796,6941,Bronze,4107,2348,,"['Basic Support', 'Birthday Reward']",8700
797,3844,Gold,1007,462,2024-09-25,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",4389
798,4159,Bronze,358,403,,"['Basic Support', 'Birthday Reward']",4114
799,3338,Gold,1914,311,2024-10-27,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",4941
800,3919,Platinum,1393,1615,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",3697
801,7883,Silver,3903,659,2024-12-10,"['Priority Support', 'Free Shipping', 'Birthday Reward']",11127
802,8214,Silver,1330,59,2024-09-15,"['Priority Support', 'Free Shipping', 'Birthday Reward']",9485
803,9875,Silver,2101,1113,2024-09-13,"['Priority Support', 'Free Shipping', 'Birthday Reward']",10863
804,6720,Platinum,639,1867,2024-12-04,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",5492
805,2206,Platinum,3399,1541,2024-10-04,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",4064
806,1367,Silver,3964,1432,2024-11-21,"['Priority Support', 'Free Shipping', 'Birthday Reward']",3899
807,9813,Platinum,4135,628,2024-11-21,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",13320
808,3148,Bronze,4835,826,2024-11-21,"['Basic Support', 'Birthday Reward']",7157
809,2318,Gold,261,2845,2024-09-26,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",-266
810,9224,Gold,4191,669,2024-09-22,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",12746
811,7998,Gold,1023,1717,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",7304
812,92,Bronze,1956,941,2024-10-28,"['Basic Support', 'Birthday Reward']",1107
813,4566,Platinum,2030,2352,2024-09-20,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",4244
814,1699,Platinum,1241,1812,2024-10-13,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",1128
815,3811,Bronze,3743,2056,2024-11-05,"['Basic Support', 'Birthday Reward']",5498
816,3088,Silver,3756,78,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",6766
817,2335,Platinum,3266,1760,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",3841
818,4743,Gold,2192,2954,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",3981
819,3047,Bronze,4506,2859,,"['Basic Support', 'Birthday Reward']",4694
820,1293,Bronze,4062,122,,"['Basic Support', 'Birthday Reward']",5233
821,9468,Platinum,3308,2380,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",10396
822,7781,Platinum,4261,1016,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",11026
823,145,Bronze,1475,2475,,"['Basic Support', 'Birthday Reward']",-855
824,807,Gold,4513,361,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",4959
825,9930,Bronze,527,1377,,"['Basic Support', 'Birthday Reward']",9080
826,124,Platinum,2482,1942,2024-11-05,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",664
827,6587,Silver,3000,1652,2024-10-22,"['Priority Support', 'Free Shipping', 'Birthday Reward']",7935
828,1704,Gold,2753,242,2024-10-24,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",4215
829,4444,Silver,454,1468,2024-12-11,"['Priority Support', 'Free Shipping', 'Birthday Reward']",3430
830,9436,Silver,3768,1468,2024-11-20,"['Priority Support', 'Free Shipping', 'Birthday Reward']",11736
831,614,Bronze,899,1542,2024-11-30,"['Basic Support', 'Birthday Reward']",-29
832,672,Platinum,1877,2087,2024-10-10,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",462
833,3249,Gold,2982,383,2024-09-25,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",5848
834,100,Platinum,4074,1241,2024-10-23,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",2933
835,1156,Gold,2728,1225,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",2659
836,3155,Gold,4745,861,2024-10-02,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",7039
837,8417,Platinum,211,592,2024-09-29,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",8036
838,8534,Gold,3104,2074,2024-10-09,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",9564
839,3566,Gold,2108,2896,2024-12-04,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",2778
840,9711,Gold,1481,1639,2024-11-09,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",9553
841,3928,Platinum,1487,2249,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",3166
842,8272,Gold,296,1489,2024-10-01,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",7079
843,571,Platinum,2883,1414,2024-11-30,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",2040
844,1578,Bronze,2161,2947,2024-12-12,"['Basic Support', 'Birthday Reward']",792
845,4049,Platinum,1711,1629,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",4131
846,7145,Bronze,2239,1081,,"['Basic Support', 'Birthday Reward']",8303
847,7650,Platinum,2854,1596,2024-11-08,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",8908
848,4125,Bronze,2538,1396,2024-12-08,"['Basic Support', 'Birthday Reward']",5267
849,8879,Silver,2236,1769,2024-12-04,"['Priority Support', 'Free Shipping', 'Birthday Reward']",9346
850,9758,Platinum,4429,1048,2024-10-31,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",13139
851,3566,Bronze,2206,846,2024-11-07,"['Basic Support', 'Birthday Reward']",4926
852,2930,Silver,55,1327,2024-11-06,"['Priority Support', 'Free Shipping', 'Birthday Reward']",1658
853,4358,Platinum,904,52,2024-09-18,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",5210
854,6271,Silver,2589,917,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",7943
855,4015,Bronze,4385,311,2024-11-26,"['Basic Support', 'Birthday Reward']",8089
856,4690,Gold,2270,105,2024-11-20,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",6855
857,3354,Gold,3489,771,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",6072
858,3973,Silver,4014,2501,2024-09-16,"['Priority Support', 'Free Shipping', 'Birthday Reward']",5486
859,8468,Platinum,1432,1041,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",8859
860,9996,Bronze,1252,683,2024-11-18,"['Basic Support', 'Birthday Reward']",10565
861,6344,Bronze,33,1641,2024-11-19,"['Basic Support', 'Birthday Reward']",4736
862,8610,Platinum,4158,2510,2024-11-01,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",10258
863,7097,Gold,4524,392,2024-11-21,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",11229
864,179,Gold,4541,2433,2024-11-01,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",2287
865,1420,Bronze,3163,2221,2024-12-06,"['Basic Support', 'Birthday Reward']",2362
866,5422,Platinum,623,627,2024-10-20,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",5418
867,6933,Bronze,4287,1113,2024-09-14,"['Basic Support', 'Birthday Reward']",10107
868,4193,Platinum,790,581,2024-09-25,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",4402
869,1903,Gold,1679,673,2024-11-02,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",2909
870,3567,Bronze,4817,30,2024-11-11,"['Basic Support', 'Birthday Reward']",8354
871,9452,Gold,1301,2666,2024-11-19,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",8087
872,474,Gold,1741,1939,2024-12-03,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",276
873,3450,Silver,4263,2362,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",5351
874,4970,Silver,65,1030,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",4005
875,7293,Gold,1046,1005,2024-12-02,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",7334
876,5524,Gold,2797,1029,2024-11-22,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",7292
877,8304,Bronze,95,1782,2024-11-20,"['Basic Support', 'Birthday Reward']",6617
878,8902,Silver,20,2587,2024-11-27,"['Priority Support', 'Free Shipping', 'Birthday Reward']",6335
879,6068,Platinum,34,1553,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",4549
880,6553,Platinum,3269,1948,2024-10-31,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",7874
881,173,Platinum,1226,1132,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",267
882,2939,Bronze,2662,1052,,"['Basic Support', 'Birthday Reward']",4549
883,6730,Gold,1510,2530,2024-10-12,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",5710
884,6949,Bronze,4697,88,2024-11-11,"['Basic Support', 'Birthday Reward']",11558
885,3225,Platinum,4893,1471,2024-10-14,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",6647
886,1686,Bronze,4220,2500,2024-11-28,"['Basic Support', 'Birthday Reward']",3406
887,8322,Gold,1827,2846,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",7303
888,9008,Gold,2631,307,2024-10-29,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",11332
889,4885,Gold,1001,2235,2024-09-20,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",3651
890,7957,Silver,377,1970,2024-10-14,"['Priority Support', 'Free Shipping', 'Birthday Reward']",6364
891,5478,Gold,3927,1942,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",7463
892,1210,Platinum,4574,1269,2024-11-09,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",4515
893,6941,Bronze,4135,2065,,"['Basic Support', 'Birthday Reward']",9011
894,9534,Gold,1345,2026,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",8853
895,3550,Gold,3236,2445,2024-09-30,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",4341
896,6457,Gold,3985,2104,2024-11-26,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",8338
897,5798,Silver,1430,397,2024-11-21,"['Priority Support', 'Free Shipping', 'Birthday Reward']",6831
898,775,Bronze,332,194,2024-09-21,"['Basic Support', 'Birthday Reward']",913
899,4541,Silver,4532,1762,2024-09-28,"['Priority Support', 'Free Shipping', 'Birthday Reward']",7311
900,8891,Platinum,41,174,2024-09-29,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",8758
901,8077,Platinum,506,1157,2024-11-09,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",7426
902,8432,Bronze,486,2861,2024-10-15,"['Basic Support', 'Birthday Reward']",6057
903,2411,Platinum,2986,470,2024-09-23,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",4927
904,4749,Gold,845,295,2024-11-24,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",5299
905,7235,Silver,4944,984,2024-11-21,"['Priority Support', 'Free Shipping', 'Birthday Reward']",11195
906,1641,Gold,4493,505,2024-12-05,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",5629
907,5782,Gold,4610,2774,2024-09-13,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",7618
908,9968,Silver,4441,1054,2024-11-14,"['Priority Support', 'Free Shipping', 'Birthday Reward']",13355
909,8173,Gold,1218,1943,2024-09-22,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",7448
910,711,Platinum,3270,272,2024-09-24,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",3709
911,2607,Platinum,3275,2669,2024-11-21,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",3213
912,8154,Gold,4129,889,2024-10-28,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",11394
913,6907,Silver,3567,1330,2024-11-09,"['Priority Support', 'Free Shipping', 'Birthday Reward']",9144
914,750,Gold,3702,2959,2024-11-17,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",1493
915,9803,Gold,829,2920,2024-11-24,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",7712
916,9343,Gold,597,2876,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",7064
917,6309,Bronze,4547,192,,"['Basic Support', 'Birthday Reward']",10664
918,527,Platinum,2871,1021,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",2377
919,7434,Bronze,491,88,2024-11-30,"['Basic Support', 'Birthday Reward']",7837
920,8513,Silver,4770,1463,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",11820
921,7432,Platinum,4675,1424,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",10683
922,6863,Silver,3475,206,2024-11-01,"['Priority Support', 'Free Shipping', 'Birthday Reward']",10132
923,2304,Gold,4732,2643,2024-12-04,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",4393
924,2034,Silver,514,941,2024-11-30,"['Priority Support', 'Free Shipping', 'Birthday Reward']",1607
925,2504,Silver,3905,916,2024-12-01,"['Priority Support', 'Free Shipping', 'Birthday Reward']",5493
926,3725,Bronze,4465,2025,,"['Basic Support', 'Birthday Reward']",6165
927,9431,Silver,1052,572,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",9911
928,6845,Gold,3180,270,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",9755
929,110,Gold,3977,1677,2024-12-06,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",2410
930,4603,Silver,3144,1759,2024-10-05,"['Priority Support', 'Free Shipping', 'Birthday Reward']",5988
931,9171,Bronze,4536,2716,2024-10-19,"['Basic Support', 'Birthday Reward']",10991
932,8169,Bronze,139,1556,,"['Basic Support', 'Birthday Reward']",6752
933,7071,Platinum,3360,2338,2024-11-05,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",8093
934,5877,Bronze,2939,672,2024-10-23,"['Basic Support', 'Birthday Reward']",8144
935,2000,Bronze,4409,1114,2024-12-07,"['Basic Support', 'Birthday Reward']",5295
936,5892,Gold,3647,1158,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",8381
937,9049,Platinum,3521,1845,2024-10-29,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",10725
938,5048,Silver,2256,2764,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",4540
939,543,Platinum,3583,2706,2024-10-25,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",1420
940,6314,Bronze,2589,2327,2024-10-08,"['Basic Support', 'Birthday Reward']",6576
941,2532,Platinum,55,1069,2024-11-13,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",1518
942,7811,Platinum,4548,2492,2024-09-19,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",9867
943,2357,Bronze,4913,577,2024-12-07,"['Basic Support', 'Birthday Reward']",6693
944,8124,Platinum,1767,1370,2024-10-17,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",8521
945,8424,Bronze,4154,364,2024-10-25,"['Basic Support', 'Birthday Reward']",12214
946,20,Silver,2289,830,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",1479
947,2363,Platinum,1553,845,2024-10-11,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",3071
948,4404,Silver,247,882,2024-11-10,"['Priority Support', 'Free Shipping', 'Birthday Reward']",3769
949,5186,Platinum,1306,1897,2024-11-02,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",4595
950,2150,Gold,1790,783,2024-11-21,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",3157
951,1666,Bronze,2175,147,2024-11-13,"['Basic Support', 'Birthday Reward']",3694
952,8868,Silver,2379,2492,2024-11-03,"['Priority Support', 'Free Shipping', 'Birthday Reward']",8755
953,9183,Gold,3883,220,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",12846
954,1516,Gold,4823,2170,2024-11-22,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",4169
955,6020,Silver,3283,233,2024-10-13,"['Priority Support', 'Free Shipping', 'Birthday Reward']",9070
956,3020,Platinum,4151,533,2024-10-30,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",6638
957,1456,Bronze,4158,2383,,"['Basic Support', 'Birthday Reward']",3231
958,9873,Bronze,3466,2914,2024-10-06,"['Basic Support', 'Birthday Reward']",10425
959,775,Bronze,3619,1350,,"['Basic Support', 'Birthday Reward']",3044
960,5517,Gold,2746,1327,2024-11-26,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",6936
961,8688,Silver,3287,2200,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",9775
962,4460,Gold,4615,2415,2024-09-16,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",6660
963,6391,Platinum,4760,2290,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",8861
964,7680,Platinum,1022,1595,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",7107
965,3646,Gold,2385,852,2024-10-11,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",5179
966,7264,Bronze,1621,2,2024-09-21,"['Basic Support', 'Birthday Reward']",8883
967,5721,Platinum,4025,288,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",9458
968,9565,Bronze,4515,2775,2024-10-06,"['Basic Support', 'Birthday Reward']",11305
969,9596,Platinum,643,2971,2024-10-28,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",7268
970,4354,Bronze,3641,314,2024-10-12,"['Basic Support', 'Birthday Reward']",7681
971,714,Gold,1329,1168,2024-11-01,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",875
972,3394,Silver,903,2042,2024-10-09,"['Priority Support', 'Free Shipping', 'Birthday Reward']",2255
973,6552,Platinum,2586,1039,2024-09-19,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",8099
974,4842,Platinum,777,963,2024-09-27,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",4656
975,3829,Bronze,1687,1039,,"['Basic Support', 'Birthday Reward']",4477
976,4935,Gold,4108,739,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",8304
977,5342,Platinum,3123,2297,2024-10-19,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",6168
978,9538,Gold,830,1809,2024-12-09,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",8559
979,1297,Platinum,1013,2160,2024-11-14,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",150
980,6067,Silver,3427,2376,2024-10-25,"['Priority Support', 'Free Shipping', 'Birthday Reward']",7118
981,7441,Silver,852,1539,2024-09-13,"['Priority Support', 'Free Shipping', 'Birthday Reward']",6754
982,2496,Silver,1978,1057,2024-12-04,"['Priority Support', 'Free Shipping', 'Birthday Reward']",3417
983,9457,Silver,1838,2285,2024-11-17,"['Priority Support', 'Free Shipping', 'Birthday Reward']",9010
984,661,Platinum,557,538,2024-09-30,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",680
985,2861,Bronze,3949,998,,"['Basic Support', 'Birthday Reward']",5812
986,2819,Bronze,3086,2249,,"['Basic Support', 'Birthday Reward']",3656
987,9054,Gold,450,1277,2024-10-31,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",8227
988,8926,Platinum,2713,1796,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",9843
989,3544,Platinum,694,212,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",4026
990,1814,Platinum,357,1809,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",362
991,1616,Platinum,4493,944,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",5165
992,9925,Platinum,3856,2571,2024-12-09,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",11210
993,3379,Bronze,4582,2970,2024-10-19,"['Basic Support', 'Birthday Reward']",4991
994,5835,Silver,2516,1785,2024-12-11,"['Priority Support', 'Free Shipping', 'Birthday Reward']",6566
995,7486,Silver,4768,2365,2024-10-13,"['Priority Support', 'Free Shipping', 'Birthday Reward']",9889
996,9251,Gold,2025,2917,2024-11-13,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",8359
997,8637,Gold,4293,1433,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",11497
998,5999,Bronze,843,2675,2024-10-05,"['Basic Support', 'Birthday Reward']",4167
999,2762,Gold,4485,1611,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",5636
1000,9703,Bronze,4680,1061,,"['Basic Support', 'Birthday Reward']",13322
